"artifact_id"	"artifact_category"	"artifact"	"panel_or_sheet"	"final_filename"	"current_final_artifact_path"	"manuscript_source_path"	"workflow_output_path"	"final_assembly_or_export_source"	"source_component_or_original_output"	"generating_script"	"line_start"	"line_end"	"function_or_section"	"export_call"	"key_objects"	"input_files"	"intermediate_files"	"evidence_for_match"	"confidence"	"source_override_or_correction"	"notes"
"EDFIG9A"	"extended_data_figure"	"Extended_Data_Figure_9"	"A"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"ExtendedDataFigure9A_patient_grouped_repeated_nested_cv.png"	"Scripts_2025/Final_Scripts/6_14_Generate_Grouped_CV_Manuscript_Replacement_Panels.R"	255	420	"Patient-grouped repeated nested-CV ROC and operating-point panel"	"save_panel(..., 'ExtendedDataFigure9A_patient_grouped_repeated_nested_cv')"	"mean_roc; fold_operating_summary; completed grouped-CV performance summary"	"Completed 50-repeat combined patient-grouped repeated nested-CV output from 6_13"	"ExtendedDataFigure9A_patient_grouped_repeated_nested_cv.png; repeated_grouped_cv_mean_roc_source_data.csv; grouped_cv_fold_operating_point_source_data.csv"	"Current Extended Data panel generator reads the completed 50-repeat grouped nested-CV result."	"confirmed"	""	"The plotting script does not refit models or change folds, features, thresholds, or predictions."
"EDFIG9B"	"extended_data_figure"	"Extended_Data_Figure_9"	"B"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"ExtendedDataFigure9B_patient_grouped_repeated_nested_cv.png"	"Scripts_2025/Final_Scripts/6_14_Generate_Grouped_CV_Manuscript_Replacement_Panels.R"	255	420	"Patient-grouped repeated nested-CV ROC and operating-point panel"	"save_panel(..., 'ExtendedDataFigure9B_patient_grouped_repeated_nested_cv')"	"mean_roc; fold_operating_summary; completed grouped-CV performance summary"	"Completed 50-repeat combined patient-grouped repeated nested-CV output from 6_13"	"ExtendedDataFigure9B_patient_grouped_repeated_nested_cv.png; repeated_grouped_cv_mean_roc_source_data.csv; grouped_cv_fold_operating_point_source_data.csv"	"Current Extended Data panel generator reads the completed 50-repeat grouped nested-CV result."	"confirmed"	""	"The plotting script does not refit models or change folds, features, thresholds, or predictions."
"EDFIG9C"	"extended_data_figure"	"Extended_Data_Figure_9"	"C"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"Final Tables and Figures/Supp9D_classifier_performance_bar_updated_frag2.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	4728	4865	"Fragmentomics training-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp9D_classifier_performance_bar_updated_frag2.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden; metrics_at_95sens; fragmentomics model labels; p_perf; Extended_Data_Figure_9C_fragmentomics_refit_performance_source_data.csv"	"cached full-cohort fragmentomics Youden and fixed-95%-sensitivity metric RDS files; no model refitting"	"Supp9D_classifier_performance_bar_updated_frag2.png; Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv; cfWGS_model_metrics_youden_threshold3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens3_Feb2026.rds"	"Panel C title, metric facets, fragmentomics model labels, and 95% sensitivity marker match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed."
"EDFIG9D"	"extended_data_figure"	"Extended_Data_Figure_9"	"D"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"Final Tables and Figures/Supp_Fig9F_classifier_performance_bar_test_cohort_updated2_frag2.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	4868	5007	"Fragmentomics test-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp_Fig9F_classifier_performance_bar_test_cohort_updated2_frag2.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden_testing; metrics_at_95sens_test; fragmentomics model labels; p_perf; Extended_Data_Figure_9D_fragmentomics_test_performance_source_data.csv"	"cached full-cohort fragmentomics test-cohort Youden and fixed-95%-sensitivity metric RDS files; no model refitting"	"Supp_Fig9F_classifier_performance_bar_test_cohort_updated2_frag2.png; Supplementary_Table_6_All_Model_Metrics_Test_Cohort.csv; cfWGS_model_metrics_youden_threshold_test_cohort3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens_test_cohort3_Feb2026.rds"	"Panel D title, metric facets, fragmentomics model labels, and 95% sensitivity marker match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed."
"EDFIG9E"	"extended_data_figure"	"Extended_Data_Figure_9"	"E"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"Final Tables and Figures/Supp_Fig9E_confusion_tables_primary_fragmentomics4.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	5012	5100	"Fragmentomics training-cohort model confusion matrices"	"ggsave('Final Tables and Figures/Supp_Fig9E_confusion_tables_primary_fragmentomics4.png', plot = p_tables, width = 5, height = 2.75, dpi = 600)"	"nested_fragmentomics_validation_updated3; thresh; train_fragmentomics; cm_df; p_tables; Extended_Data_Figure_9E_fragmentomics_train_confusion_source_data.csv"	"cached fragmentomics caret models and thresholds; aggregate feature RDS; cohort assignment RDS; train_fragmentomics.RData validation file"	"Supp_Fig9E_confusion_tables_primary_fragmentomics4.png; nested_fragmentomics_validation_updated3_original.rds; Final_aggregate_table_cfWGS_features_with_clinical_and_demographics_updated9.rds; cohort_assignment_table_updated.rds; train_fragmentomics.RData"	"Panel E title, predicted/observed axes, facet labels, and tile counts match the retained PNG."	"confirmed"	""	"Generated mode attempts to rebuild this panel by applying cached caret models and thresholds to reconstructed training feature inputs. The reconstruction is checked against train_fragmentomics.RData. If the current reconstruction is not identical, the retained manuscript component is copied and marked requires_cached_intermediate rather than applying cached models to non-identical inputs."
"EDFIG9F"	"extended_data_figure"	"Extended_Data_Figure_9"	"F"	"Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_9.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_9.pdf"	"PowerPoint slide 15 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"Final Tables and Figures/Supp_Fig9F_confusion_tables_val_fragmentomics3.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	5103	5181	"Fragmentomics test-cohort model confusion matrices"	"ggsave('Final Tables and Figures/Supp_Fig9F_confusion_tables_val_fragmentomics3.png', plot = p_tables, width = 5, height = 2.75, dpi = 600)"	"nested_fragmentomics_validation_updated3; thresh; hold_fragmentomics; cm_df; p_tables; Extended_Data_Figure_9F_fragmentomics_test_confusion_source_data.csv"	"cached fragmentomics caret models and thresholds; aggregate feature RDS; cohort assignment RDS; train_fragmentomics.RData validation file"	"Supp_Fig9F_confusion_tables_val_fragmentomics3.png; nested_fragmentomics_validation_updated3_original.rds; Final_aggregate_table_cfWGS_features_with_clinical_and_demographics_updated9.rds; cohort_assignment_table_updated.rds; train_fragmentomics.RData"	"Panel F title, predicted/observed axes, facet labels, and tile counts match the retained PNG."	"confirmed"	""	"Generated mode attempts to rebuild this panel by applying cached caret models and thresholds to reconstructed non-frontline feature inputs after validating the shared training reconstruction against train_fragmentomics.RData. If the current reconstruction is not identical, the retained manuscript component is copied and marked requires_cached_intermediate rather than applying cached models to non-identical inputs."
"EDFIG10A_B_A"	"extended_data_figure"	"Extended_Data_Figure_10"	"A"	"Extended_Data_Figure_10.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_10.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_10.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_10.pdf"	"PowerPoint slide 16 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"External ichorCNA genome-wide CNA component plots copied into PowerPoint; supporting Emergent_CNA_events.csv in repo"	"External ichorCNA workflow outside this repo; supporting repo script: Scripts_2025/Final_Scripts/4_2_Compare_subclonal_evolution.R"			"Externally generated ichorCNA genome-wide CNA tracks with repo-side supporting event table"	"external ichorCNA export copied into PowerPoint; write.csv(..., 'Emergent_CNA_events.csv') for supporting events"	"ichorCNA CNA tracks; copy-number segments; subclone fractions; emergent CNA event summaries"	"external ichorCNA outputs; Sequenza/CNA outputs and longitudinal sample metadata"	"PowerPoint-embedded ichorCNA component plots; Emergent_CNA_events.csv"	"User confirmed ED Figure 10 was made from ichorCNA outside this repo and copied over; final PDF/PPT text includes sample IDs, tumor fraction, ploidy, and subclone fractions consistent with the supporting event table."	"confirmed"	""	"No missing in-repo plotting code is expected for this figure. The reproducible workflow preserves the copied final PDF and records the external ichorCNA dependency. Expanded from grouped panel provenance row."
"EDFIG10A_B_B"	"extended_data_figure"	"Extended_Data_Figure_10"	"B"	"Extended_Data_Figure_10.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_10.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_10.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_10.pdf"	"PowerPoint slide 16 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (5 embedded image assets)"	"External ichorCNA genome-wide CNA component plots copied into PowerPoint; supporting Emergent_CNA_events.csv in repo"	"External ichorCNA workflow outside this repo; supporting repo script: Scripts_2025/Final_Scripts/4_2_Compare_subclonal_evolution.R"			"Externally generated ichorCNA genome-wide CNA tracks with repo-side supporting event table"	"external ichorCNA export copied into PowerPoint; write.csv(..., 'Emergent_CNA_events.csv') for supporting events"	"ichorCNA CNA tracks; copy-number segments; subclone fractions; emergent CNA event summaries"	"external ichorCNA outputs; Sequenza/CNA outputs and longitudinal sample metadata"	"PowerPoint-embedded ichorCNA component plots; Emergent_CNA_events.csv"	"User confirmed ED Figure 10 was made from ichorCNA outside this repo and copied over; final PDF/PPT text includes sample IDs, tumor fraction, ploidy, and subclone fractions consistent with the supporting event table."	"confirmed"	""	"No missing in-repo plotting code is expected for this figure. The reproducible workflow preserves the copied final PDF and records the external ichorCNA dependency. Expanded from grouped panel provenance row."
"TABLE1_DOCX"	"main_table"	"Table_1"	"all"	"Table_1_Baseline_Clinical_Demographics.docx"	"Figures_Exported/Tables_exported/Renamed/Table_1_Baseline_Clinical_Demographics.docx"	"Figures_Exported/Tables_exported/Renamed/Table_1_Baseline_Clinical_Demographics.docx"	"reproducible_workflow/outputs/main_tables/Table_1_Baseline_Clinical_Demographics.docx"	"Edited DOCX/PDF export; original scripted DOCX then manual editing/export."	"Final Tables and Figures/table1_clinical_categorical_updated_final_3_DA_edited.docx"	"Scripts_2025/Final_Scripts/2_1_Clinical_Demographics_Table.R"	230	256	"Baseline clinical demographics table"	"print/flextable/officer export to table1_clinical_categorical_updated_final_3.docx"	"table1 clinical categorical summary"	"clinical metadata and cohort assignment tables"	"table1_clinical_categorical_updated_final_3.docx"	"Final renamed docx is byte-identical to the edited final-table copy, but not directly to the unedited scripted filename."	"probable"	""	"Manual Word editing/export is likely; final frozen artifact is preserved by the workflow."
"TABLE1_PDF"	"main_table"	"Table_1"	"all"	"Table_1_Baseline_Clinical_Demographics.pdf"	"Figures_Exported/Tables_exported/Renamed/Table_1_Baseline_Clinical_Demographics.pdf"	"Figures_Exported/Tables_exported/Renamed/Table_1_Baseline_Clinical_Demographics.pdf"	"reproducible_workflow/outputs/main_tables/Table_1_Baseline_Clinical_Demographics.pdf"	"Edited DOCX/PDF export; original scripted DOCX then manual editing/export."	"Final Tables and Figures/table1_clinical_categorical_updated_final_3_DA_edited.pdf"	"Scripts_2025/Final_Scripts/2_1_Clinical_Demographics_Table.R"	230	256	"Baseline clinical demographics table"	"scripted docx export followed by manual/exported PDF"	"table1 clinical categorical summary"	"clinical metadata and cohort assignment tables"	"edited docx and PDF final table files"	"PDF and DOCX final files are renamed copies of edited final-table artifacts."	"probable"	""	"No R code was found that exports the final edited PDF directly."
"STABLE1"	"supplementary_table"	"Supplementary_Table_1"	"all"	"Supplementary_Table_1_all_events_for_swim_plot.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_1_all_events_for_swim_plot.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_1_all_events_for_swim_plot.csv"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_1_all_events_for_swim_plot.csv"	"Not applicable; table file copied/generated directly from tabular export."	"Final Tables and Figures/Supp_Table_1_all_events_for_swim_plot_INDEX_DATES_privacy_protected.csv"	"Scripts_2025/Final_Scripts/2_1_Part2_Cohort_Swim_Plot.R"	684	712	"Privacy-protected swim-plot event table"	"write.csv(..., 'Supp_Table_1_all_events_for_swim_plot_INDEX_DATES_privacy_protected.csv')"	"all_events_for_swim_plot_index_dates_privacy_protected"	"clinical event and treatment date tables"	"privacy-protected swim plot event CSV"	"Current retained renamed CSV is authoritative; the currently staged old-name privacy export has fewer rows and is not byte-identical."	"confirmed"	""	"This table supports Figure 1A. Use the retained renamed manuscript table until the protected event/date/id-map inputs and exact old-name export version are reconciled."
"STABLE1A"	"supplementary_table"	"Supplementary_Table_1A"	"all"	"Supplementary_Table_1A_MM_disease_associated_features_catalog.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_1A_MM_disease_associated_features_catalog.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_1A_MM_disease_associated_features_catalog.csv"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_1A_MM_disease_associated_features_catalog.csv"	"Not applicable; table file copied/generated directly from tabular export."	"Old name/MM_disease_associated_features_catalog.csv"	"Scripts_2025/Final_Scripts/2_2_Baseline_demographics_by_WGS_heatmap_updated.R"	2802	2832	"Catalog of disease-associated genomic features"	"write.csv(..., 'MM_disease_associated_features_catalog.csv')"	"disease-associated feature catalog"	"integrated WGS feature table and feature annotation mappings"	"MM_disease_associated_features_catalog.csv"	"Final renamed CSV is byte-identical to the old-name export."	"confirmed"	""	"Supports Extended Data Figure 1 feature definitions."
"STABLE2"	"supplementary_table"	"Supplementary_Table_2"	"all_sheets"	"Supplementary_Table_2_SV_CNA_performance_summary_updated.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_2_SV_CNA_performance_summary_updated.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_2_SV_CNA_performance_summary_updated.xlsx"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_2_SV_CNA_performance_summary_updated.xlsx"	"Not applicable; table file copied/generated directly from tabular export."	"Old name/Supplementary_Table_2_SV_CNA_performance_summary_updated.xlsx; script filename has updated2 suffix"	"Scripts_2025/Final_Scripts/2_3_Feature_Concordance_And_Mutation_Counts.R"	2440	2469	"SV/CNA performance summary workbook"	"saveWorkbook(..., 'Supplementary_Table_2_SV_CNA_performance_summary_updated2.xlsx')"	"SV/CNA performance summary sheets"	"baseline SV/CNA concordance data"	"Supplementary_Table_2_SV_CNA_performance_summary_updated*.xlsx"	"Final renamed workbook is byte-identical to the old-name workbook; script section writes the same logical workbook."	"confirmed"	""	"Filename suffix drift exists between current script and final renamed artifact."
"STABLE3"	"supplementary_table"	"Supplementary_Table_3"	"all"	"Supplementary_Table_3_All_Feature_Correlations.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_3_All_Feature_Correlations.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_3_All_Feature_Correlations.csv"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_3_All_Feature_Correlations.csv"	"Not applicable; table file copied/generated directly from tabular export."	"Final Tables and Figures/Suplementary_Table_2_All_Feature_Correlations_updated2.csv"	"Scripts_2025/Final_Scripts/2_3_Feature_Concordance_And_Mutation_Counts.R"	1000	1030	"All feature correlations"	"write.csv(all_corrs %>% filter(!is.na(p_adj)), 'Suplementary_Table_2_All_Feature_Correlations_updated2.csv')"	"all_corrs; p_adj"	"baseline feature concordance/correlation inputs"	"Suplementary_Table_2_All_Feature_Correlations_updated2.csv"	"Current retained renamed CSV is authoritative; the old misspelled-name source export is not treated as authoritative until the exact upstream feature matrix/version is reconciled."	"confirmed"	""	"Suspicious code order was identified in the original source block and has been fixed in the cleaned source script. Direct recomputation from current aggregate inputs still has a row-count mismatch, so the retained renamed manuscript CSV remains authoritative."
"STABLE4"	"supplementary_table"	"Supplementary_Table_4"	"all"	"Supplementary_Table_4.csv"	"Output_tables_2025/patient_grouped_repeated_nested_cv/<combined-run-id>/Supplementary_Table_4.csv"	"Output_tables_2025/patient_grouped_repeated_nested_cv/<combined-run-id>/Supplementary_Table_4.csv"	"Output_tables_2025/patient_grouped_repeated_nested_cv/<combined-run-id>/Supplementary_Table_4.csv"	"Not applicable; the table is written directly from the assembled result."	"Output_tables_2025/patient_grouped_repeated_nested_cv/<combined-run-id>/primary_performance_summary.csv"	"Scripts_2025/Final_Scripts/6_13_Assemble_All_Model_Grouped_CV_Results.R"	360	460	"Assemble and validate 32-model grouped nested-CV results, then format Supplementary Table 4"	"write_csv(supplementary_table_4, file.path(output_dir, 'Supplementary_Table_4.csv'))"	"summary_tbl; publication_summary; supplementary_table_4"	"Three completed 50-repeat runs from 6_12_Patient_Grouped_Repeated_Nested_CV.R"	"primary_performance_summary.csv; publication_model_performance_and_legacy_comparison.csv; Supplementary_Table_4.csv; quality_control_checks.csv"	"The assembler validates the complete 32-model result and writes the manuscript table with the same values rounded to nine decimal places."	"confirmed"	""	"The manuscript analysis uses 50 repeated outer five-fold splits and five repeated inner five-fold splits; patient groups remain within folds."
"STABLE5"	"supplementary_table"	"Supplementary_Table_5"	"all"	"Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv"	"Final Tables and Figures/Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.csv"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv"	"Not applicable; table file copied/generated directly from tabular export."	"Correct manuscript source: Old name/Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.xlsx; CSV companion: Final Tables and Figures/Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.csv"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	2920	3190	"Training/frontline full-refit model metrics"	"write_xlsx(..., 'Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.xlsx'); write.csv(..., 'Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.csv')"	"frontline; metrics_youden; metrics_at_95spec; metrics_at_95sens; all_perf_metrics"	"cached model predictions and refit model objects"	"Supplementary_Table_4_All_Model_Metrics_Refit6_Feb2026.xlsx/csv; current misnamed Renamed/Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv"	"The training/frontline full-refit XLSX/CSV matches the manuscript text values supplied by the user: 74% sensitivity, 96% specificity, 84% accuracy, 82% NPV, 93% PPV, and fixed-95%-sensitivity specificity/accuracy trade-offs. The current top-level renamed CSV is byte-identical to the old test-cohort CSV and should not be treated as the manuscript Supplementary Table 5 unless the manuscript text is changed."	"confirmed"	"Resolved 2026-07-24: top-level Renamed file now contains the correct training/frontline full-refit metrics; superseded test-cohort-content file was archived."	"Current Supplementary Table 5 is the training/frontline full-refit metrics table. The previously misnamed test-cohort-content file is archived under Old name/Superseded_2026-07-24/."
"STABLE6"	"supplementary_table"	"Supplementary_Table_6"	"all"	"Supplementary_Table_6.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_6_All_Model_performance_nested_CV_on_test_cohort.csv"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_6_All_Model_performance_nested_CV_on_test_cohort.csv"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_6_All_Model_performance_nested_CV_on_test_cohort.csv"	"Not applicable; table file copied/generated directly from tabular export."	"Output_tables_2025/expanded_test_clustered_sensitivity/Supplementary_Table_6_FINAL.xlsx"	"Scripts_2025/Final_Scripts/3_1C_Expanded_test_clustered_sensitivity.R"	1030	1110	"Expanded-test clustered sensitivity workbook"	"saveWorkbook(..., 'Supplementary_Table_6_FINAL.xlsx'); ms_copy_artifact(...)"	"data_sheets; patient-clustered bootstrap summaries; one-sample-per-patient sensitivity results"	"Current scored expanded-test cohort and preserved model calls"	"Supplementary_Table_6_FINAL.xlsx; exact scored-sample manifest"	"Current script writes and registers the final multi-sheet Supplementary Table 6 workbook."	"confirmed"	""	"The script evaluates preserved classifier calls and does not refit models or change thresholds."
"STABLE7_COR"	"supplementary_table"	"Supplementary_Table_7"	"Correlations"	"Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Not applicable; table file copied/generated directly from tabular export."	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Scripts_2025/Final_Scripts/3_1_part2_Apply_cfWGS_thresholds_to_dilution_series.R"	335	364	"Dilution-series correlation sheet"	"saveWorkbook(..., 'Supplementary_Table_7_Dilution_Series_Combined_updated.xlsx')"	"dilution-series correlations"	"dilution-series feature and scored model outputs"	"Supplementary_Table_7_Dilution_Series_Combined*.xlsx"	"Final Renamed workbook Correlations sheet has the expected 25 x 4 structure and maps to Figure 3C/LOD panels."	"confirmed"	""	"Supplementary Table 7A is the Correlations sheet. The authoritative final de-identified workbook has 25 x 4 correlation rows/columns and a 9 x 60 Scored Data sheet."
"STABLE7_SCORED"	"supplementary_table"	"Supplementary_Table_7"	"Scored Data"	"Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Not applicable; table file copied/generated directly from tabular export."	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Scripts_2025/Final_Scripts/3_1_part2_Apply_cfWGS_thresholds_to_dilution_series.R"	335	364	"Dilution-series scored data sheet"	"saveWorkbook(..., 'Supplementary_Table_7_Dilution_Series_Combined_updated.xlsx')"	"scored dilution-series model output"	"dilution-series feature and scored model outputs"	"Supplementary_Table_7_Dilution_Series_Combined.xlsx"	"Final Renamed workbook has the expected scored-data structure; it differs from one older workbook in sheet dimensions."	"confirmed"	""	"Supplementary Table 7B is the full de-identified Scored Data sheet. The older 67-column workbook differs only by seven raw identifier/date/path columns; all 60 retained columns are value-identical."
"STABLE8"	"supplementary_table"	"Supplementary_Table_8"	"all_sheets"	"Supplementary_Table_8_model_comparisons_to_clinical_metrics.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_8_model_comparisons_to_clinical_metrics.xlsx"	"Figures_Exported/Tables_exported/Renamed/Supplementary_Table_8_model_comparisons_to_clinical_metrics.xlsx"	"reproducible_workflow/outputs/supplementary_tables/Supplementary_Table_8_model_comparisons_to_clinical_metrics.xlsx"	"Not applicable; table file copied/generated directly from tabular export."	"Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_tables_2025/FS_cutoffs_table.csv; Output_tables_2025/HC_Ranges_Selected_MM_DARs_Metrics.csv; id_map.rds; Final Tables and Figures/Baseline dates for samples.csv; retained final workbook validates sheet dimensions/columns and shows only machine-precision value drift"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	2339	2818	"Model comparisons to clinical metrics workbook"	"derive baseline mutation counts; derive fragment/outlier flags; build BM/Blood train/test discordance tables; map protected IDs; compute days/months from diagnosis; write workbook as Supplementary_Table_8_model_comparisons_to_clinical_metrics3.xlsx"	"dat; baseline_counts; FS_outlier; Mean.Coverage_outlier; combined_discord_tbl; combined_discord_tbl_non_frontline; combined_discord_tbl2; combined_discord_tbl_non_frontline2; id_map; baseline_join"	"cached optimized cfWGS calls and clinical assay labels in all_patients_with_BM_and_blood_calls_updated6.rds; FS/MM-DAR reference ranges; protected ID map; baseline dates"	"all_patients_with_BM_and_blood_calls_updated6.rds; FS_cutoffs_table.csv; HC_Ranges_Selected_MM_DARs_Metrics.csv; id_map.rds; Baseline dates for samples.csv; Supplementary_Table_8_model_comparisons_to_clinical_metrics.xlsx"	"Workbook is regenerated from cached calls and source-script ID/date/outlier transformations; strict validation records known approximately 1e-15 machine-precision value differences in a small number of probability/month cells. No stochastic model refitting is performed."	"confirmed"	""	"Current Spring 2026 revision workbook: BM_Train 59 x 36, BM_Test 36 x 35, Blood_Train 60 x 34, Blood_Test 33 x 33. Training sheets are unchanged; test sheets include the revision cohort."
